"","X","pubbel1","pribel1","pribel2","pribel3","othbel1","othbel2","pubact1","pubact2","priact1","priact2","iden1","iden2","iden3","country","sex","age","educ","wrkstat","ethnic","denom","marital"
"74428",74428,2,1,1,1,2,1,2,1,1,1,1,1,10,840,2,57,3,8,840004,80,4
"74429",74429,1,-1,2,2,2,1,7,2,2,1,2,3,2,840,1,34,9,1,840008,96,1
"74430",74430,2,1,1,1,2,1,2,3,1,-1,2,3,7,840,1,21,4,7,840011,2,6
"74431",74431,1,1,1,1,2,3,7,1,-1,4,2,2,6,840,2,42,5,2,840011,2,3
"74432",74432,-1,1,1,1,1,-1,6,3,1,4,2,1,5,840,1,37,4,2,840010,1,4
"74433",74433,1,1,1,1,2,1,1,1,1,2,1,1,10,840,2,65,5,1,840011,2,3
"74434",74434,2,1,1,1,1,1,1,3,1,4,1,-1,10,840,2,35,4,1,840011,2,1
"74435",74435,2,1,1,1,2,1,1,1,2,1,1,1,10,840,1,38,8,1,840010,1,-1
"74436",74436,3,2,1,2,-1,1,1,1,2,1,1,1,1,840,2,38,8,2,840010,7,1
"74437",74437,1,1,1,1,-1,1,6,3,1,1,1,1,10,840,2,36,3,1,840010,99,1
"74438",74438,2,1,1,1,2,1,2,1,2,1,1,1,10,840,1,49,8,1,840010,2,1
"74439",74439,1,1,1,1,2,1,1,1,1,3,1,1,10,840,2,32,9,5,840010,2,1
"74440",74440,1,1,1,1,2,1,2,1,2,1,1,1,10,840,1,81,-1,4,840010,2,5
"74441",74441,3,1,1,2,2,4,7,3,2,3,1,3,5,840,1,65,9,7,840010,1,3
"74442",74442,1,1,1,1,2,1,2,2,1,2,1,1,10,840,2,23,8,7,840004,1,1
"74443",74443,4,1,1,1,-1,1,7,3,1,2,1,1,3,840,2,34,9,1,840008,7,1
"74444",74444,1,1,1,1,2,1,1,1,1,1,1,1,10,840,1,34,9,1,840010,96,1
"74445",74445,2,1,1,1,2,1,5,2,3,2,1,2,4,840,2,28,9,1,840010,80,1
"74446",74446,1,1,1,1,2,1,3,1,2,1,1,1,10,840,2,69,2,4,840010,80,5
"74447",74447,1,1,1,1,2,1,2,1,2,1,1,1,10,840,1,71,3,4,840010,80,1
"74448",74448,3,1,1,2,2,1,6,1,2,3,2,3,3,840,2,22,9,2,840010,1,6
"74449",74449,1,1,1,1,2,10,3,1,1,1,1,1,10,840,1,19,9,1,840010,1,6
"74450",74450,3,1,1,2,2,2,7,2,2,1,1,3,2,840,2,19,9,2,840010,80,6
"74451",74451,4,2,2,2,1,2,7,3,3,3,3,4,1,840,1,25,9,1,840010,96,6
"74452",74452,3,2,1,2,2,1,7,3,2,2,2,4,1,840,2,30,9,2,840010,96,6
"74453",74453,3,2,1,-1,2,6,7,3,2,2,2,2,1,840,2,27,8,6,840010,96,3
"74454",74454,2,1,1,2,2,1,7,3,2,3,1,4,2,840,1,56,9,3,840010,2,1
"74455",74455,2,1,1,1,2,1,3,1,2,2,1,1,10,840,2,63,8,2,840010,1,1
"74456",74456,1,1,1,1,2,1,1,1,1,1,1,1,10,840,1,56,6,1,840004,2,1
"74457",74457,2,1,1,1,2,1,6,1,2,3,1,1,10,840,2,58,7,4,840010,2,1
"74458",74458,2,1,1,1,2,1,2,1,2,3,1,1,10,840,1,62,4,4,840010,2,1
"74459",74459,1,1,1,1,2,5,2,1,2,2,2,2,9,840,2,38,8,6,840010,1,1
"74460",74460,3,1,1,2,2,5,5,2,2,2,2,2,3,840,1,21,8,1,840010,1,-1
"74461",74461,1,1,1,1,2,1,2,1,1,1,1,1,10,840,1,52,8,1,840010,2,1
"74462",74462,2,1,1,2,2,8,3,2,2,1,2,3,5,840,1,38,5,1,840010,96,1
"74463",74463,3,2,1,1,2,2,6,3,1,2,2,4,2,840,1,27,5,1,840010,1,2
"74464",74464,1,1,1,1,2,1,2,1,2,1,1,1,10,840,2,78,8,4,840010,80,5
"74465",74465,1,1,1,1,1,5,4,2,2,2,1,2,10,840,1,33,4,7,840010,96,2
"74466",74466,2,2,2,2,2,1,7,3,2,2,2,3,1,840,1,40,8,1,840010,96,1
"74467",74467,2,1,1,1,2,1,4,1,2,3,1,3,7,840,1,39,5,1,840010,1,6
"74468",74468,2,1,1,1,2,1,2,1,1,1,1,1,10,840,2,52,5,7,840010,80,1
"74469",74469,2,1,1,-1,2,1,7,3,3,2,1,2,8,840,2,42,8,7,840010,2,6
"74470",74470,3,1,1,1,2,1,6,2,1,1,1,1,10,840,2,77,9,-2,840010,2,1
"74471",74471,2,1,1,1,2,4,-1,3,1,2,1,1,-1,840,1,62,7,1,840010,2,1
"74472",74472,1,1,1,1,2,1,2,1,1,4,1,1,10,840,1,73,5,4,840010,1,1
"74473",74473,2,1,-1,1,2,2,2,1,2,4,2,2,6,840,2,60,7,1,840010,2,3
"74474",74474,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,55,8,3,840010,1,1
"74475",74475,1,1,1,1,2,1,2,1,1,-1,1,1,10,840,1,18,5,1,840010,1,6
"74476",74476,3,1,1,2,2,1,7,3,3,3,2,4,2,840,2,42,8,1,840010,96,6
"74477",74477,-1,1,1,1,2,1,2,1,1,1,1,1,10,840,1,44,9,1,840010,2,1
"74478",74478,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,35,9,2,840010,2,1
"74479",74479,1,1,1,1,2,1,1,1,1,1,1,1,10,840,1,37,5,3,840010,80,1
"74480",74480,1,1,2,2,2,1,2,1,1,2,1,1,10,840,1,34,9,1,840004,80,1
"74481",74481,2,1,1,1,2,1,3,1,3,1,1,1,9,840,2,63,9,2,840010,80,3
"74482",74482,2,-1,-1,2,2,2,2,1,2,2,1,2,4,840,2,45,9,1,840010,4,1
"74483",74483,3,1,1,2,2,1,6,2,2,1,1,2,10,840,2,46,9,1,840011,2,1
"74484",74484,2,1,1,1,2,1,4,1,1,2,1,1,7,840,1,33,9,1,840009,5,1
"74485",74485,1,1,1,1,2,-1,2,1,1,3,1,1,10,840,1,72,5,4,840010,1,1
"74486",74486,1,1,1,1,2,6,3,2,1,2,1,1,10,840,1,68,4,4,840010,1,1
"74487",74487,4,1,1,1,2,1,7,1,2,1,1,1,10,840,2,67,9,4,840010,80,1
"74488",74488,3,1,1,1,2,1,3,1,2,1,1,1,5,840,2,45,5,2,840010,2,1
"74489",74489,3,1,1,1,2,7,7,2,2,2,2,3,8,840,2,62,4,4,840010,2,1
"74490",74490,3,1,-1,-1,1,6,7,3,2,3,1,3,10,840,1,72,4,3,840010,96,1
"74491",74491,2,1,1,1,2,1,3,1,1,2,1,1,8,840,2,48,9,5,840010,2,1
"74492",74492,1,1,1,1,2,2,2,1,1,2,1,1,10,840,2,41,9,1,840010,96,6
"74493",74493,1,1,1,1,2,2,2,1,2,4,1,1,9,840,1,80,4,4,840010,1,5
"74494",74494,2,1,1,1,2,1,2,2,1,4,1,2,5,840,1,66,5,4,840010,2,1
"74495",74495,2,1,1,1,2,1,3,2,1,4,2,1,5,840,1,79,5,4,840010,2,1
"74496",74496,2,1,1,1,2,1,2,2,1,4,1,2,7,840,2,78,5,5,840010,2,5
"74497",74497,2,1,1,1,2,1,2,1,1,1,1,1,10,840,2,25,7,1,840008,2,1
"74498",74498,2,1,1,1,2,1,6,2,2,2,1,2,10,840,2,73,6,4,840010,2,1
"74499",74499,2,1,1,1,2,1,2,2,2,2,1,1,7,840,2,22,7,2,840010,96,6
"74500",74500,3,1,2,2,1,1,4,1,3,1,-1,3,5,840,1,41,9,6,840010,96,1
"74501",74501,3,1,1,1,2,5,7,3,2,2,2,4,5,840,1,18,4,2,840010,96,6
"74502",74502,2,1,1,1,2,3,4,3,2,2,2,3,3,840,1,29,9,1,840010,96,1
"74503",74503,2,1,1,1,2,5,2,2,2,1,1,1,9,840,2,68,5,4,840010,80,5
"74504",74504,2,1,1,1,2,1,3,2,1,1,1,1,10,840,2,66,8,4,840010,2,1
"74505",74505,1,1,1,1,2,1,1,1,1,1,1,1,9,840,1,46,5,7,840010,80,1
"74506",74506,4,1,1,1,-1,1,7,3,3,2,2,4,1,840,1,19,4,1,840010,96,6
"74507",74507,1,1,1,1,1,1,7,2,2,1,1,1,10,840,1,68,8,4,840010,1,6
"74508",74508,3,1,1,1,2,1,7,3,2,2,2,3,8,840,2,66,4,7,840010,96,5
"74509",74509,3,1,1,1,2,1,6,3,1,3,1,3,7,840,2,64,5,4,840010,2,5
"74510",74510,1,1,1,1,1,1,6,2,1,2,1,2,8,840,2,71,5,4,840010,2,3
"74511",74511,2,1,1,2,2,1,4,2,2,1,1,2,6,840,1,25,5,1,840010,96,1
"74512",74512,1,1,1,1,2,1,1,1,2,1,1,1,10,840,1,72,5,4,840010,1,1
"74513",74513,1,1,1,1,2,1,6,2,1,1,1,1,10,840,2,67,5,4,840010,80,3
"74514",74514,2,1,1,1,2,1,7,2,2,1,1,1,10,840,2,55,5,3,840010,80,1
"74515",74515,1,1,1,1,2,1,1,1,1,1,1,1,10,840,1,57,5,1,840010,80,1
"74516",74516,1,1,1,1,2,1,2,1,2,1,1,1,10,840,1,69,7,3,840010,80,1
"74517",74517,1,1,1,1,2,1,2,1,2,1,1,1,10,840,1,91,6,4,840010,80,5
"74518",74518,1,1,1,1,1,1,2,1,1,2,2,1,10,840,2,44,4,1,840010,96,1
"74519",74519,1,1,1,1,2,1,2,1,2,1,1,1,10,840,2,78,8,4,840010,80,5
"74520",74520,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,48,7,7,840010,80,1
"74521",74521,2,1,1,1,2,1,1,1,1,1,1,1,10,840,2,65,8,4,840010,2,1
"74522",74522,2,1,1,1,2,1,1,1,1,3,1,1,10,840,1,67,9,4,840010,80,1
"74523",74523,1,1,2,1,1,1,1,1,2,2,1,1,10,840,2,29,5,7,840004,80,4
"74524",74524,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,29,5,3,840010,80,1
"74525",74525,2,1,1,1,2,1,2,1,2,1,1,1,10,840,2,33,9,1,840010,2,1
"74526",74526,1,1,1,1,2,1,4,2,1,1,1,1,10,840,2,54,9,1,840010,2,1
"74527",74527,2,1,1,1,2,1,1,1,1,1,1,1,10,840,1,37,9,1,840010,2,6
"74528",74528,2,1,1,1,2,1,4,2,1,2,2,2,5,840,1,47,9,1,840010,1,1
"74529",74529,2,1,1,1,2,4,4,2,1,-1,1,2,10,840,2,66,8,2,840008,1,1
"74530",74530,2,1,-1,2,2,1,4,2,-1,2,2,1,2,840,1,47,8,3,-2,2,1
"74531",74531,3,1,2,2,2,1,7,3,2,3,2,4,5,840,1,66,6,1,840010,99,3
"74532",74532,1,1,1,1,2,1,1,1,1,3,1,1,9,840,2,48,8,1,840010,2,1
"74533",74533,1,1,1,1,2,1,1,1,2,1,1,1,10,840,1,30,8,3,840004,1,1
"74534",74534,1,1,1,1,2,1,1,1,1,1,1,1,10,840,1,35,9,1,840004,2,1
"74535",74535,1,1,1,1,2,1,3,1,1,2,1,2,9,840,2,41,8,1,840010,2,1
"74536",74536,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,59,2,8,840004,80,5
"74537",74537,3,1,1,1,2,5,7,2,1,1,1,2,8,840,1,42,8,5,840010,2,1
"74538",74538,1,1,1,1,2,2,2,1,2,2,1,1,10,840,2,38,9,5,840010,1,1
"74539",74539,1,1,1,1,2,2,1,1,1,1,1,1,10,840,2,27,5,5,840010,80,1
"74540",74540,3,1,1,1,2,1,7,3,1,1,1,1,10,840,2,58,3,1,840010,96,3
"74541",74541,1,1,1,1,1,1,1,1,2,1,2,2,10,840,2,20,5,6,840010,96,4
"74542",74542,2,1,1,1,2,6,4,3,2,3,1,2,9,840,1,32,5,1,840010,96,1
"74543",74543,2,1,1,1,2,1,3,1,1,1,1,1,10,840,1,30,4,1,840010,80,1
"74544",74544,2,1,1,1,2,5,2,1,1,1,1,1,10,840,1,32,8,1,840010,80,1
"74545",74545,3,1,1,1,2,1,3,3,3,1,1,1,10,840,2,72,4,4,840010,80,5
"74546",74546,2,1,1,1,2,1,7,2,-1,3,2,1,10,840,2,73,4,4,840010,80,5
"74547",74547,1,1,1,1,2,1,7,3,2,3,2,3,3,840,2,81,5,4,840010,96,5
"74548",74548,1,1,1,1,2,5,2,1,1,1,1,1,10,840,1,72,3,4,840010,80,1
"74549",74549,1,1,1,1,2,1,7,2,2,1,1,1,10,840,1,61,5,4,840010,80,1
"74550",74550,3,1,1,1,2,2,7,2,1,1,1,1,9,840,1,74,4,4,840010,80,5
"74551",74551,2,1,2,2,2,1,7,3,1,2,-1,2,5,840,2,45,6,1,840010,96,1
"74552",74552,2,1,-1,1,2,1,2,1,2,2,1,2,9,840,1,73,3,4,840010,2,1
"74553",74553,2,-1,-1,-1,2,1,6,3,2,2,-1,2,-1,840,1,47,5,1,840010,96,4
"74554",74554,2,1,1,1,2,1,6,1,-1,2,1,1,7,840,1,87,3,4,840011,2,5
"74555",74555,2,1,1,2,2,1,4,1,2,2,2,1,5,840,1,50,9,1,840010,1,1
"74556",74556,2,-1,2,2,2,1,7,2,2,2,1,1,1,840,2,37,9,1,840007,96,1
"74557",74557,1,1,1,1,2,1,2,1,2,2,1,1,10,840,2,37,9,3,840011,2,1
"74558",74558,1,1,-1,1,2,1,3,2,1,2,1,1,10,840,1,58,4,1,840010,2,1
"74559",74559,2,1,1,2,2,1,2,1,1,2,1,2,8,840,1,25,9,1,840010,2,1
"74560",74560,2,1,1,1,2,1,3,3,1,2,1,1,10,840,2,26,7,1,840010,2,6
"74561",74561,1,1,1,1,2,1,1,1,1,1,1,1,10,840,1,55,9,1,840004,80,1
"74562",74562,3,-1,-1,2,1,1,7,3,2,1,2,4,3,840,1,27,9,6,840010,1,6
"74563",74563,3,1,1,1,1,1,6,2,2,2,1,1,5,840,2,81,8,4,840010,2,1
"74564",74564,3,1,1,1,2,1,6,2,-1,2,1,3,7,840,2,38,5,1,840010,1,1
"74565",74565,2,1,1,1,2,1,1,1,1,1,1,1,10,840,2,45,9,1,840010,2,1
"74566",74566,3,1,1,1,1,5,7,3,2,4,1,4,10,840,1,45,3,1,840010,96,1
"74567",74567,2,1,2,2,2,1,7,3,2,4,-1,3,2,840,1,42,5,4,840010,96,1
"74568",74568,2,1,1,2,2,1,4,2,1,4,1,2,4,840,2,43,4,1,840011,2,5
"74569",74569,1,1,1,1,2,1,6,1,2,1,1,1,10,840,1,19,3,1,840011,80,6
"74570",74570,2,1,1,-1,2,1,2,2,2,3,1,1,7,840,2,37,9,1,840011,1,1
"74571",74571,3,1,2,2,2,1,7,3,2,4,1,3,2,840,1,55,6,1,840010,2,1
"74572",74572,2,1,-1,2,2,1,6,1,2,3,1,1,4,840,2,60,4,1,840011,96,4
"74573",74573,2,1,1,1,2,3,3,1,2,1,1,1,10,840,1,26,9,1,840004,1,1
"74574",74574,1,1,2,1,2,1,1,1,1,1,1,1,10,840,2,38,9,5,840010,2,1
"74575",74575,3,-1,1,2,2,1,2,2,3,1,2,3,1,840,2,39,9,5,840010,1,1
"74576",74576,3,1,1,1,1,1,4,3,2,1,2,3,5,840,1,37,8,1,840004,1,1
"74577",74577,1,1,1,1,2,1,6,1,2,2,1,1,7,840,2,62,7,7,840010,2,1
"74578",74578,4,1,1,2,2,2,7,3,1,2,1,3,-1,840,1,48,5,3,840010,99,1
"74579",74579,1,1,1,1,2,1,2,1,1,3,1,1,10,840,1,47,8,1,840010,2,1
"74580",74580,1,1,1,1,2,1,2,1,1,3,1,1,10,840,1,73,4,4,840010,2,5
"74581",74581,3,2,1,2,1,6,7,3,2,1,2,4,1,840,2,61,6,1,840010,96,1
"74582",74582,2,1,1,1,2,-1,7,3,1,1,1,2,5,840,1,43,8,1,840010,80,1
"74583",74583,2,1,1,1,2,1,6,2,1,1,1,1,10,840,2,31,5,2,840010,1,6
"74584",74584,3,2,1,-1,2,5,7,3,2,2,2,4,1,840,2,38,9,1,840010,96,6
"74585",74585,3,1,1,1,2,1,4,3,2,1,1,4,7,840,2,64,9,2,840010,80,3
"74586",74586,3,1,1,1,2,1,6,2,2,1,2,3,5,840,1,26,9,1,840010,80,2
"74587",74587,3,1,1,1,2,1,7,2,2,1,1,1,7,840,1,58,5,4,840010,96,1
"74588",74588,1,1,1,1,2,3,3,2,3,2,1,2,10,840,1,41,8,1,840010,2,1
"74589",74589,1,1,1,1,2,1,2,1,1,2,1,1,10,840,2,77,8,3,840010,2,5
"74590",74590,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,69,5,4,840010,2,1
"74591",74591,2,1,1,1,2,1,2,1,1,1,1,1,10,840,1,64,8,4,840010,2,1
"74592",74592,1,1,1,1,2,1,3,1,1,1,1,1,10,840,2,80,7,4,840010,2,5
"74593",74593,2,1,1,1,2,1,2,1,3,2,1,2,9,840,1,63,9,4,840010,2,1
"74594",74594,1,1,1,1,2,2,7,1,2,2,2,1,6,840,2,74,5,4,840010,1,1
"74595",74595,2,1,1,1,2,1,2,1,2,1,1,2,10,840,1,49,7,1,840010,1,1
"74596",74596,3,1,2,1,2,2,7,2,1,2,2,3,1,840,2,37,5,2,840010,96,1
"74597",74597,2,1,1,1,2,1,2,1,1,4,1,2,9,840,1,63,5,1,840008,2,1
"74598",74598,2,1,1,1,2,1,2,2,2,2,1,2,6,840,1,55,9,1,840010,1,1
"74599",74599,1,1,1,1,2,2,2,2,2,2,1,2,7,840,2,72,6,4,840010,2,1
"74600",74600,2,1,1,1,1,3,3,3,1,2,1,2,9,840,1,36,6,1,840010,96,3
"74601",74601,1,1,1,1,2,3,4,1,2,1,-1,1,8,840,1,66,5,4,840010,96,5
"74602",74602,2,1,1,1,2,2,2,2,2,1,1,1,8,840,2,42,7,5,840010,2,1
"74603",74603,1,1,1,1,2,1,3,2,2,1,1,2,7,840,2,34,7,1,840010,1,2
"74604",74604,2,1,1,1,1,1,2,2,1,2,1,2,8,840,2,55,7,-2,840010,1,1
"74605",74605,3,1,1,1,2,4,7,3,1,2,1,4,10,840,1,56,5,-2,840010,96,1
"74606",74606,2,1,1,1,2,1,6,1,2,2,1,2,8,840,2,71,7,4,840010,2,1
"74607",74607,3,1,1,1,2,1,6,3,1,2,1,3,6,840,1,53,4,1,840010,96,1
"74608",74608,3,1,1,1,2,1,3,2,2,2,2,2,7,840,1,29,5,1,840010,1,1
"74609",74609,1,1,1,1,2,5,6,3,2,4,1,1,10,840,1,67,2,4,840010,96,1
"74610",74610,3,1,1,1,-1,1,3,2,1,1,1,2,9,840,1,29,8,1,840010,96,6
"74611",74611,1,1,1,-1,2,1,2,2,2,2,1,2,10,840,2,69,8,4,840010,2,5
"74612",74612,1,1,1,1,2,1,3,1,2,1,1,1,10,840,2,43,6,7,840004,1,1
"74613",74613,1,1,1,1,2,1,2,2,1,3,1,1,10,840,2,-1,3,7,840004,1,1
"74614",74614,1,1,1,1,2,1,1,1,1,1,2,1,10,840,1,49,9,1,840011,2,1
"74615",74615,2,1,1,1,2,1,4,3,1,3,1,1,10,840,2,34,5,5,840011,2,1
"74616",74616,2,1,1,1,2,1,2,1,2,1,1,1,10,840,1,38,8,1,840011,5,1
"74617",74617,1,1,1,1,2,1,1,1,1,3,1,1,10,840,2,26,3,1,840011,2,1
"74618",74618,1,1,1,1,2,1,2,1,1,1,1,1,10,840,1,49,8,1,840011,2,1
"74619",74619,2,1,2,2,2,1,2,1,2,2,2,1,6,840,1,64,9,4,840010,2,1
"74620",74620,1,1,1,2,1,1,2,3,2,2,2,2,7,840,1,38,9,1,840010,1,1
"74621",74621,1,1,2,2,2,1,2,2,2,4,2,1,6,840,2,36,9,1,-2,1,1
"74622",74622,2,1,1,1,1,1,2,3,2,2,1,2,8,840,2,33,9,5,840010,1,1
"74623",74623,1,1,1,2,2,2,1,2,1,1,1,1,7,840,2,37,9,5,840010,1,1
"74624",74624,3,1,1,-1,2,1,5,3,2,2,1,4,6,840,1,32,5,1,840010,96,1
"74625",74625,2,1,1,1,2,1,6,1,2,2,1,2,6,840,1,21,5,2,840008,80,6
"74626",74626,2,1,1,1,2,1,4,2,1,1,1,3,8,840,2,31,8,1,840008,1,6
"74627",74627,2,1,1,1,1,1,2,1,2,1,1,2,10,840,2,37,5,1,840010,99,6
"74628",74628,2,1,1,1,2,1,1,1,1,2,1,1,10,840,2,52,9,1,840010,1,1
"74629",74629,2,1,-1,1,2,1,7,3,2,3,2,3,5,840,1,25,4,1,840004,1,6
"74630",74630,1,1,-1,-1,2,1,2,1,2,2,2,1,10,840,2,52,9,1,840008,1,1
"74631",74631,1,1,1,-1,2,3,4,1,2,1,1,1,10,840,2,49,9,1,840010,4,1
"74632",74632,2,2,2,2,2,1,3,2,2,2,2,2,2,840,1,65,9,1,840010,2,1
"74633",74633,2,1,1,1,2,1,2,1,2,1,1,1,10,840,2,55,9,2,840004,2,1
"74634",74634,3,-1,-1,-1,2,4,7,3,2,1,2,3,5,840,1,50,9,1,840008,96,1
"74635",74635,-1,-1,-1,-1,2,1,4,1,2,2,2,2,-1,840,1,48,9,1,840010,4,1
"74636",74636,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,85,9,4,840011,80,5
"74637",74637,2,1,1,1,2,1,1,1,2,1,1,1,10,840,1,79,3,4,840004,1,5
"74638",74638,1,1,1,1,2,1,1,1,2,1,1,1,10,840,1,64,9,1,840011,2,1
"74639",74639,3,1,1,1,2,1,4,2,2,2,1,2,10,840,1,51,9,1,840011,2,1
"74640",74640,2,1,1,1,2,1,2,1,2,2,1,1,8,840,2,75,9,4,840011,99,1
"74641",74641,1,1,1,1,2,1,2,1,2,2,1,1,9,840,2,76,3,4,840011,99,1
"74642",74642,3,1,1,1,2,1,2,1,1,1,1,1,10,840,1,58,8,1,840010,2,1
"74643",74643,2,1,1,1,2,1,2,1,1,2,2,2,8,840,2,63,9,3,840010,2,1
"74644",74644,4,2,2,2,2,1,7,3,3,2,3,4,1,840,1,80,9,1,840010,96,1
"74645",74645,3,1,1,1,2,1,4,3,2,2,2,3,7,840,1,23,3,1,840010,1,6
"74646",74646,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,70,2,4,840011,2,5
"74647",74647,1,1,1,1,2,1,2,1,1,1,1,1,10,840,1,57,5,1,840010,2,1
"74648",74648,2,1,1,1,2,1,7,2,1,1,1,1,10,840,2,42,8,5,840010,2,1
"74649",74649,1,1,1,1,2,1,3,1,1,1,1,1,10,840,1,81,8,4,840010,2,5
"74650",74650,2,1,1,1,2,1,1,1,2,1,1,2,10,840,2,49,8,1,840010,2,1
"74651",74651,4,1,1,1,2,1,7,3,2,2,2,2,7,840,1,28,9,1,840010,96,1
"74652",74652,1,1,1,1,2,4,3,2,1,2,1,1,10,840,2,50,5,7,840011,2,2
"74653",74653,3,1,1,1,2,1,2,1,2,2,1,2,10,840,2,30,4,1,840004,1,2
"74654",74654,4,-1,-1,-1,2,-1,-1,3,-1,-1,-1,3,-1,840,1,-1,9,-2,840011,99,2
"74655",74655,2,1,1,1,2,1,2,1,3,2,1,2,10,840,1,46,5,1,840010,2,1
"74656",74656,4,1,1,1,2,4,7,3,2,1,1,1,10,840,1,43,5,8,840011,96,1
"74657",74657,2,1,1,1,1,1,4,3,2,1,1,1,10,840,1,59,5,7,840011,96,1
"74658",74658,1,1,1,1,2,1,2,2,1,1,1,1,9,840,1,59,6,4,840011,2,1
"74659",74659,2,1,1,1,2,1,2,1,2,1,1,1,10,840,2,54,5,5,840010,1,1
"74660",74660,2,1,1,1,2,3,7,2,2,1,1,2,9,840,1,39,8,1,840010,96,2
"74661",74661,2,1,1,1,2,1,6,2,2,2,1,2,8,840,1,65,9,4,840010,2,1
"74662",74662,2,1,1,1,2,1,7,2,2,3,1,1,10,840,1,73,8,4,840010,2,1
"74663",74663,1,1,1,1,2,1,2,2,1,1,1,1,10,840,2,40,5,1,840011,2,3
"74664",74664,1,1,1,1,1,1,7,2,1,1,1,2,10,840,2,59,3,5,840010,96,1
"74665",74665,1,1,1,1,2,1,6,1,2,1,1,1,10,840,2,72,2,5,840010,2,1
"74666",74666,1,1,1,1,2,1,6,2,1,1,1,1,9,840,1,71,5,4,840010,1,1
"74667",74667,1,1,1,1,2,1,2,1,1,1,1,1,10,840,1,25,3,1,840010,2,1
"74668",74668,2,1,1,1,2,1,7,2,1,2,1,1,9,840,2,55,4,5,840010,2,3
"74669",74669,2,1,1,1,2,5,6,3,2,1,1,2,5,840,1,55,8,1,840010,2,1
"74670",74670,1,1,1,1,2,1,1,1,1,1,1,1,10,840,1,70,2,4,840004,1,1
"74671",74671,2,1,1,1,-1,1,3,2,-1,1,1,1,10,840,2,26,4,5,840010,2,1
"74672",74672,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,45,7,1,840010,2,1
"74673",74673,2,1,1,1,2,2,2,1,2,2,1,1,10,840,1,49,6,1,840010,2,1
"74674",74674,2,1,1,1,2,2,1,1,1,2,1,1,10,840,2,77,3,5,840010,2,5
"74675",74675,2,1,1,1,2,3,2,1,1,2,1,1,8,840,1,53,7,1,840010,2,1
"74676",74676,2,-1,-1,-1,2,1,7,2,1,2,-1,3,3,840,2,42,5,1,840004,80,6
"74677",74677,1,1,1,1,2,9,3,1,1,1,1,2,10,840,1,21,3,1,840010,1,6
"74678",74678,2,1,1,-1,2,3,4,2,2,1,1,2,8,840,2,19,8,2,840004,1,6
"74679",74679,3,-1,-1,-1,-1,1,7,3,1,1,-1,3,3,840,1,42,2,1,840010,96,2
"74680",74680,3,1,1,1,2,1,7,3,2,1,1,2,7,840,1,36,6,1,840010,1,1
"74681",74681,2,1,1,1,2,1,6,2,1,1,1,2,8,840,1,37,5,1,840010,1,1
"74682",74682,3,1,1,1,2,1,2,1,1,1,1,1,10,840,2,59,2,2,840011,96,6
"74683",74683,3,1,1,1,1,1,6,2,2,1,1,1,10,840,2,40,2,1,840010,2,6
"74684",74684,1,1,1,1,2,1,4,1,1,1,1,1,10,840,1,46,6,1,840011,96,1
"74685",74685,1,1,1,1,2,1,4,3,2,1,1,1,10,840,2,42,2,2,840011,96,6
"74686",74686,1,1,1,1,-1,1,2,1,2,1,1,1,10,840,1,41,9,1,840011,2,6
"74687",74687,1,1,1,1,2,1,3,3,1,1,1,1,10,840,1,68,2,2,840011,96,1
"74688",74688,1,1,1,1,2,2,3,1,1,2,1,2,9,840,2,49,7,7,840010,2,1
"74689",74689,2,1,1,1,1,4,7,1,2,1,1,2,8,840,2,24,7,5,840010,2,1
"74690",74690,2,1,1,2,2,2,7,2,2,2,1,3,6,840,2,57,9,4,840010,96,1
"74691",74691,4,1,1,2,2,5,7,1,2,2,2,4,3,840,1,20,8,1,840010,96,6
"74692",74692,3,1,1,1,2,1,7,3,1,1,2,3,5,840,1,49,5,8,840010,96,6
"74693",74693,2,1,1,1,2,1,4,2,1,2,1,2,8,840,1,25,5,1,840010,1,1
"74694",74694,2,1,1,1,2,1,1,1,1,2,1,1,9,840,2,76,5,2,840010,2,5
"74695",74695,2,1,1,1,2,1,2,1,2,1,1,1,10,840,2,44,9,1,840010,1,3
"74696",74696,3,1,1,2,2,2,7,3,2,2,1,3,10,840,2,38,9,1,840010,96,1
"74697",74697,1,1,1,1,2,1,2,1,3,2,1,1,8,840,2,66,5,1,840010,2,5
"74698",74698,1,1,1,1,2,1,3,1,2,1,1,1,9,840,2,66,7,4,840010,2,5
"74699",74699,1,1,1,1,2,1,2,1,1,2,1,1,10,840,1,37,6,1,840010,1,1
"74700",74700,2,1,1,1,2,1,2,1,1,1,1,3,8,840,2,50,9,7,840010,1,1
"74701",74701,2,1,-1,2,2,4,2,1,1,1,1,1,9,840,2,43,9,5,840010,4,1
"74702",74702,2,1,1,1,2,1,1,1,1,2,1,1,10,840,1,68,9,3,840010,80,1
"74703",74703,2,1,1,1,2,2,2,1,1,1,1,1,10,840,1,61,8,4,840010,1,1
